,feedback,patch_length,unique_participant,prior,context,RT,RL,trial_num,probed_trial,feedback_manipulation_type,date,trials_since_last_probe
39,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,358.33333333300004,91.6666666667,39,False,1,2019-05-06 16:48:00,5.0
40,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,341.666666667,58.3333333333,40,False,1,2019-05-06 16:48:00,6.0
41,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,416.666666667,91.6666666667,41,False,1,2019-05-06 16:48:00,7.0
42,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,358.33333333300004,58.3333333333,42,False,1,2019-05-06 16:48:00,8.0
43,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,366.666666667,58.3333333333,43,False,1,2019-05-06 16:48:00,9.0
44,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,316.666666667,75.0,44,False,1,2019-05-06 16:48:00,10.0
46,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,450.0,83.3333333333,46,False,1,2019-05-06 16:48:00,1.0
50,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,408.333333333,116.666666667,50,False,1,2019-05-06 16:48:00,1.0
51,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,375.0,100.0,51,False,1,2019-05-06 16:48:00,2.0
52,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,366.666666667,83.3333333333,52,False,1,2019-05-06 16:48:00,3.0
53,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,400.0,100.0,53,False,1,2019-05-06 16:48:00,4.0
54,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,366.666666667,125.0,54,False,1,2019-05-06 16:48:00,5.0
55,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,300.0,91.6666666667,55,False,1,2019-05-06 16:48:00,6.0
56,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,341.666666667,91.6666666667,56,False,1,2019-05-06 16:48:00,7.0
57,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,366.666666667,125.0,57,False,1,2019-05-06 16:48:00,8.0
58,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,400.0,50.0,58,False,1,2019-05-06 16:48:00,9.0
59,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,350.0,108.333333333,59,False,1,2019-05-06 16:48:00,10.0
60,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,316.666666667,75.0,60,False,1,2019-05-06 16:48:00,11.0
61,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,391.666666667,100.0,61,False,1,2019-05-06 16:48:00,12.0
62,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,441.666666667,100.0,62,False,1,2019-05-06 16:48:00,13.0
63,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,375.0,116.666666667,63,False,1,2019-05-06 16:48:00,14.0
64,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,358.33333333300004,133.33333333299998,64,False,1,2019-05-06 16:48:00,15.0
66,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,416.666666667,100.0,66,False,1,2019-05-06 16:48:00,1.0
67,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,391.666666667,116.666666667,67,False,1,2019-05-06 16:48:00,2.0
68,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,283.333333333,91.6666666667,68,False,1,2019-05-06 16:48:00,3.0
69,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,350.0,100.0,69,False,1,2019-05-06 16:48:00,4.0
70,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,350.0,116.666666667,70,False,1,2019-05-06 16:48:00,5.0
71,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,358.33333333300004,150.0,71,False,1,2019-05-06 16:48:00,6.0
72,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,400.0,100.0,72,False,1,2019-05-06 16:48:00,7.0
73,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,,75.0,73,False,1,2019-05-06 16:48:00,8.0
74,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,316.666666667,100.0,74,False,1,2019-05-06 16:48:00,9.0
75,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,375.0,116.666666667,75,False,1,2019-05-06 16:48:00,10.0
77,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,408.333333333,125.0,77,False,1,2019-05-06 16:48:00,1.0
78,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,325.0,108.333333333,78,False,1,2019-05-06 16:48:00,2.0
80,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,375.0,150.0,80,False,1,2019-05-06 16:48:00,1.0
81,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,333.333333333,100.0,81,False,1,2019-05-06 16:48:00,2.0
82,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,350.0,100.0,82,False,1,2019-05-06 16:48:00,3.0
83,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,341.666666667,108.333333333,83,False,1,2019-05-06 16:48:00,4.0
84,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,316.666666667,100.0,84,False,1,2019-05-06 16:48:00,5.0
85,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,408.333333333,183.333333333,85,False,1,2019-05-06 16:48:00,6.0
86,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,408.333333333,91.6666666667,86,False,1,2019-05-06 16:48:00,7.0
87,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,375.0,91.6666666667,87,False,1,2019-05-06 16:48:00,8.0
88,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,375.0,83.3333333333,88,False,1,2019-05-06 16:48:00,9.0
90,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,,58.3333333333,90,False,1,2019-05-06 16:48:00,1.0
91,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,341.666666667,91.6666666667,91,False,1,2019-05-06 16:48:00,2.0
92,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,475.0,100.0,92,False,1,2019-05-06 16:48:00,3.0
93,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,408.333333333,91.6666666667,93,False,1,2019-05-06 16:48:00,4.0
94,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,391.666666667,100.0,94,False,1,2019-05-06 16:48:00,5.0
95,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,325.0,100.0,95,False,1,2019-05-06 16:48:00,6.0
96,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,433.333333333,83.3333333333,96,False,1,2019-05-06 16:48:00,7.0
97,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,391.666666667,100.0,97,False,1,2019-05-06 16:48:00,8.0
98,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,375.0,91.6666666667,98,False,1,2019-05-06 16:48:00,9.0
99,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,408.333333333,91.6666666667,99,False,1,2019-05-06 16:48:00,10.0
101,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,383.333333333,116.666666667,101,False,1,2019-05-06 16:48:00,1.0
102,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,458.333333333,100.0,102,False,1,2019-05-06 16:48:00,2.0
103,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,400.0,116.666666667,103,False,1,2019-05-06 16:48:00,3.0
106,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,425.0,100.0,106,False,1,2019-05-06 16:48:00,1.0
107,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,450.0,158.33333333299998,107,False,1,2019-05-06 16:48:00,2.0
108,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,350.0,91.6666666667,108,False,1,2019-05-06 16:48:00,3.0
109,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,383.333333333,116.666666667,109,False,1,2019-05-06 16:48:00,4.0
110,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,333.333333333,83.3333333333,110,False,1,2019-05-06 16:48:00,5.0
111,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,433.333333333,91.6666666667,111,False,1,2019-05-06 16:48:00,6.0
112,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,383.333333333,116.666666667,112,False,1,2019-05-06 16:48:00,7.0
113,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,391.666666667,83.3333333333,113,False,1,2019-05-06 16:48:00,8.0
115,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,466.666666667,75.0,115,False,1,2019-05-06 16:48:00,1.0
117,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,408.333333333,141.66666666700002,117,False,1,2019-05-06 16:48:00,1.0
118,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,383.333333333,141.66666666700002,118,False,1,2019-05-06 16:48:00,2.0
119,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,350.0,133.33333333299998,119,False,1,2019-05-06 16:48:00,3.0
120,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,408.333333333,91.6666666667,120,False,1,2019-05-06 16:48:00,4.0
121,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,350.0,91.6666666667,121,False,1,2019-05-06 16:48:00,5.0
122,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,366.666666667,133.33333333299998,122,False,1,2019-05-06 16:48:00,6.0
123,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,425.0,116.666666667,123,False,1,2019-05-06 16:48:00,7.0
124,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,341.666666667,116.666666667,124,False,1,2019-05-06 16:48:00,8.0
125,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,391.666666667,58.3333333333,125,False,1,2019-05-06 16:48:00,9.0
126,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,408.333333333,133.33333333299998,126,False,1,2019-05-06 16:48:00,10.0
127,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,333.333333333,141.66666666700002,127,False,1,2019-05-06 16:48:00,11.0
128,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,375.0,150.0,128,False,1,2019-05-06 16:48:00,12.0
129,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,308.333333333,91.6666666667,129,False,1,2019-05-06 16:48:00,13.0
130,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,425.0,83.3333333333,130,False,1,2019-05-06 16:48:00,14.0
131,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,333.333333333,125.0,131,False,1,2019-05-06 16:48:00,15.0
132,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,383.333333333,125.0,132,False,1,2019-05-06 16:48:00,16.0
133,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,383.333333333,91.6666666667,133,False,1,2019-05-06 16:48:00,17.0
134,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,325.0,100.0,134,False,1,2019-05-06 16:48:00,18.0
135,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,341.666666667,91.6666666667,135,False,1,2019-05-06 16:48:00,19.0
136,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,408.333333333,108.333333333,136,False,1,2019-05-06 16:48:00,20.0
137,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,341.666666667,100.0,137,False,1,2019-05-06 16:48:00,21.0
138,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,350.0,116.666666667,138,False,1,2019-05-06 16:48:00,22.0
139,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,416.666666667,125.0,139,False,1,2019-05-06 16:48:00,23.0
140,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,441.666666667,83.3333333333,140,False,1,2019-05-06 16:48:00,24.0
141,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,366.666666667,75.0,141,False,1,2019-05-06 16:48:00,25.0
143,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,375.0,66.6666666667,143,False,1,2019-05-06 16:48:00,1.0
145,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,341.666666667,91.6666666667,145,False,1,2019-05-06 16:48:00,1.0
146,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,400.0,83.3333333333,146,False,1,2019-05-06 16:48:00,2.0
147,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,358.33333333300004,141.66666666700002,147,False,1,2019-05-06 16:48:00,3.0
148,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,400.0,75.0,148,False,1,2019-05-06 16:48:00,4.0
149,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,375.0,75.0,149,False,1,2019-05-06 16:48:00,5.0
152,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,458.333333333,108.333333333,152,False,1,2019-05-06 16:48:00,1.0
154,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,358.33333333300004,133.33333333299998,154,False,1,2019-05-06 16:48:00,1.0
155,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,,41.6666666667,155,False,1,2019-05-06 16:48:00,2.0
156,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,358.33333333300004,125.0,156,False,1,2019-05-06 16:48:00,3.0
157,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,333.333333333,108.333333333,157,False,1,2019-05-06 16:48:00,4.0
159,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,458.333333333,108.333333333,159,False,1,2019-05-06 16:48:00,1.0
160,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,475.0,91.6666666667,160,False,1,2019-05-06 16:48:00,2.0
161,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,,75.0,161,False,1,2019-05-06 16:48:00,3.0
162,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,450.0,75.0,162,False,1,2019-05-06 16:48:00,4.0
163,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,358.33333333300004,158.33333333299998,163,False,1,2019-05-06 16:48:00,5.0
164,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,408.333333333,100.0,164,False,1,2019-05-06 16:48:00,6.0
165,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,400.0,133.33333333299998,165,False,1,2019-05-06 16:48:00,7.0
166,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,358.33333333300004,108.333333333,166,False,1,2019-05-06 16:48:00,8.0
167,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,308.333333333,100.0,167,False,1,2019-05-06 16:48:00,9.0
169,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,358.33333333300004,116.666666667,169,False,1,2019-05-06 16:48:00,1.0
171,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,400.0,141.66666666700002,171,False,1,2019-05-06 16:48:00,1.0
172,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,400.0,116.666666667,172,False,1,2019-05-06 16:48:00,2.0
173,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,341.666666667,125.0,173,False,1,2019-05-06 16:48:00,3.0
174,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,341.666666667,125.0,174,False,1,2019-05-06 16:48:00,4.0
176,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,425.0,166.66666666700002,176,False,1,2019-05-06 16:48:00,1.0
177,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,400.0,91.6666666667,177,False,1,2019-05-06 16:48:00,2.0
178,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,416.666666667,141.66666666700002,178,False,1,2019-05-06 16:48:00,3.0
179,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,308.333333333,141.66666666700002,179,False,1,2019-05-06 16:48:00,4.0
180,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,366.666666667,91.6666666667,180,False,1,2019-05-06 16:48:00,5.0
181,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,400.0,116.666666667,181,False,1,2019-05-06 16:48:00,6.0
183,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,341.666666667,91.6666666667,183,False,1,2019-05-06 16:48:00,1.0
184,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,,75.0,184,False,1,2019-05-06 16:48:00,2.0
185,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,333.333333333,125.0,185,False,1,2019-05-06 16:48:00,3.0
186,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,441.666666667,116.666666667,186,False,1,2019-05-06 16:48:00,4.0
187,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,350.0,100.0,187,False,1,2019-05-06 16:48:00,5.0
188,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,383.333333333,133.33333333299998,188,False,1,2019-05-06 16:48:00,6.0
189,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,325.0,125.0,189,False,1,2019-05-06 16:48:00,7.0
190,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,425.0,108.333333333,190,False,1,2019-05-06 16:48:00,8.0
191,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,441.666666667,91.6666666667,191,False,1,2019-05-06 16:48:00,9.0
192,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,358.33333333300004,91.6666666667,192,False,1,2019-05-06 16:48:00,10.0
193,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,375.0,158.33333333299998,193,False,1,2019-05-06 16:48:00,11.0
194,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,391.666666667,133.33333333299998,194,False,1,2019-05-06 16:48:00,12.0
195,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,416.666666667,91.6666666667,195,False,1,2019-05-06 16:48:00,13.0
200,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,383.333333333,116.666666667,200,False,1,2019-05-06 16:48:00,1.0
203,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,391.666666667,116.666666667,203,False,1,2019-05-06 16:48:00,1.0
204,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,366.666666667,116.666666667,204,False,1,2019-05-06 16:48:00,2.0
208,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,400.0,125.0,208,False,1,2019-05-06 16:48:00,1.0
209,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,366.666666667,166.66666666700002,209,False,1,2019-05-06 16:48:00,2.0
210,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,391.666666667,83.3333333333,210,False,1,2019-05-06 16:48:00,3.0
211,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,375.0,175.0,211,False,1,2019-05-06 16:48:00,4.0
212,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,383.333333333,125.0,212,False,1,2019-05-06 16:48:00,5.0
213,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,375.0,91.6666666667,213,False,1,2019-05-06 16:48:00,6.0
214,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,425.0,100.0,214,False,1,2019-05-06 16:48:00,7.0
215,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,375.0,141.66666666700002,215,False,1,2019-05-06 16:48:00,8.0
216,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,475.0,125.0,216,False,1,2019-05-06 16:48:00,9.0
217,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,366.666666667,116.666666667,217,False,1,2019-05-06 16:48:00,10.0
218,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,325.0,141.66666666700002,218,False,1,2019-05-06 16:48:00,11.0
219,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,391.666666667,116.666666667,219,False,1,2019-05-06 16:48:00,12.0
221,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,400.0,125.0,221,False,1,2019-05-06 16:48:00,1.0
222,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,375.0,83.3333333333,222,False,1,2019-05-06 16:48:00,2.0
223,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,,100.0,223,False,1,2019-05-06 16:48:00,3.0
224,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,450.0,75.0,224,False,1,2019-05-06 16:48:00,4.0
226,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,475.0,108.333333333,226,False,1,2019-05-06 16:48:00,1.0
227,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,300.0,108.333333333,227,False,1,2019-05-06 16:48:00,2.0
228,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,350.0,108.333333333,228,False,1,2019-05-06 16:48:00,3.0
229,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,358.33333333300004,158.33333333299998,229,False,1,2019-05-06 16:48:00,4.0
230,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,3.0,366.666666667,150.0,230,False,1,2019-05-06 16:48:00,5.0
231,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,350.0,83.3333333333,231,False,1,2019-05-06 16:48:00,6.0
232,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,2.0,375.0,116.666666667,232,False,1,2019-05-06 16:48:00,7.0
233,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,1.0,333.333333333,133.33333333299998,233,False,1,2019-05-06 16:48:00,8.0
234,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,375.0,100.0,234,False,1,2019-05-06 16:48:00,9.0
235,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,0.0,333.333333333,125.0,235,False,1,2019-05-06 16:48:00,10.0
236,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,0.0,391.666666667,141.66666666700002,236,False,1,2019-05-06 16:48:00,11.0
237,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,1.0,333.333333333,100.0,237,False,1,2019-05-06 16:48:00,12.0
238,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,,100.0,238,False,1,2019-05-06 16:48:00,13.0
239,CONTROL FEEDBACK,5,10:2019_May_06_1648,0,3.0,425.0,91.6666666667,239,False,1,2019-05-06 16:48:00,14.0
240,CONTROL FEEDBACK,5,10:2019_May_06_1648,1,2.0,,91.6666666667,240,False,1,2019-05-06 16:48:00,15.0
